epoch,accuracy,learning_rate,loss,top_2_accuracy,top_3_accuracy,val_accuracy,val_loss,val_top_2_accuracy,val_top_3_accuracy
0,0.293380469083786,9.999999747378752e-05,1.8718327283859253,0.512532114982605,0.6788238883018494,0.6202247142791748,1.1509023904800415,0.8419475555419922,0.9295880198478699
1,0.3279241621494293,9.999999747378752e-05,1.7872314453125,0.5308483242988586,0.6892673373222351,0.6696628928184509,1.0920345783233643,0.8621723055839539,0.9513108730316162
2,0.3465617001056671,9.999999747378752e-05,1.7399885654449463,0.5506105422973633,0.7053341865539551,0.680898904800415,1.0625855922698975,0.8644194602966309,0.9513108730316162
3,0.34511569142341614,9.999999747378752e-05,1.724836826324463,0.559607982635498,0.7066195607185364,0.6891385912895203,1.0267835855484009,0.8621723055839539,0.9355805516242981
4,0.36327120661735535,9.999999747378752e-05,1.6984291076660156,0.5669987201690674,0.7170630097389221,0.704119861125946,1.0015809535980225,0.8734082579612732,0.9573033452033997
5,0.36632391810417175,9.999999747378752e-05,1.6648539304733276,0.5830655694007874,0.7291131019592285,0.7131085991859436,0.9613540172576904,0.8868913650512695,0.9595505595207214
6,0.37307196855545044,9.999999747378752e-05,1.653942584991455,0.5894922614097595,0.7316837906837463,0.7048689126968384,0.9587289094924927,0.8868913650512695,0.9580524563789368
7,0.3790166974067688,9.999999747378752e-05,1.6374485492706299,0.5914202928543091,0.7363432049751282,0.7198501825332642,0.9124507308006287,0.9056179523468018,0.9677902460098267
8,0.3870501220226288,9.999999747378752e-05,1.6050037145614624,0.6008997559547424,0.7422879338264465,0.7205992341041565,0.9051765203475952,0.9003745317459106,0.9670411944389343
9,0.38271209597587585,9.999999747378752e-05,1.6193410158157349,0.5923843383789062,0.737467885017395,0.7453183531761169,0.8966929316520691,0.91161048412323,0.9640449285507202
10,0.3873714506626129,9.999999747378752e-05,1.6002804040908813,0.5976863503456116,0.740359902381897,0.7385767698287964,0.889254629611969,0.9041198492050171,0.9610486626625061
11,0.40102827548980713,9.999999747378752e-05,1.5933419466018677,0.6073265075683594,0.7398778796195984,0.7370786666870117,0.8752887845039368,0.8981273174285889,0.9655430912971497
12,0.4063303470611572,9.999999747378752e-05,1.5718402862548828,0.6177698969841003,0.7520886659622192,0.737827718257904,0.871134877204895,0.9146067500114441,0.9707865118980408
13,0.39877891540527344,9.999999747378752e-05,1.559051752090454,0.6174485683441162,0.7559447288513184,0.7370786666870117,0.8806178569793701,0.9131085872650146,0.9670411944389343
14,0.40857967734336853,9.999999747378752e-05,1.546330213546753,0.6256426572799683,0.7630141377449036,0.7340824007987976,0.8570618033409119,0.91161048412323,0.9640449285507202
15,0.41211438179016113,9.999999747378752e-05,1.5531843900680542,0.6198586225509644,0.7578727602958679,0.7468164563179016,0.8606927990913391,0.9071161150932312,0.966292142868042
16,0.4063303470611572,9.999999747378752e-05,1.5568991899490356,0.6158419251441956,0.758194088935852,0.758052408695221,0.8087635636329651,0.9273408055305481,0.976779043674469
17,0.4105077087879181,9.999999747378752e-05,1.5410720109939575,0.6169666051864624,0.7572301030158997,0.7617977261543274,0.8022181391716003,0.924344539642334,0.9677902460098267
18,0.40890103578567505,9.999999747378752e-05,1.5499372482299805,0.6243573427200317,0.7551413774490356,0.755805253982544,0.8152711391448975,0.9250936508178711,0.9677902460098267
19,0.4108290374279022,9.999999747378752e-05,1.5128750801086426,0.6277313828468323,0.7684768438339233,0.7588015198707581,0.8191166520118713,0.9101123809814453,0.9715355634689331
20,0.4158097803592682,9.999999747378752e-05,1.510990858078003,0.6241966485977173,0.7647814750671387,0.7520599365234375,0.80585116147995,0.91161048412323,0.966292142868042
21,0.41725578904151917,9.999999747378752e-05,1.515323281288147,0.6348007917404175,0.7734575867652893,0.7588015198707581,0.7763327360153198,0.922097384929657,0.9775280952453613
22,0.42946657538414,9.999999747378752e-05,1.494626760482788,0.6399421691894531,0.7737789154052734,0.7573033571243286,0.7672528624534607,0.9288389682769775,0.9760299921035767
23,0.42223650217056274,9.999999747378752e-05,1.5088629722595215,0.6306234002113342,0.7651028037071228,0.755805253982544,0.7771064043045044,0.9213483333587646,0.9715355634689331
24,0.4291452467441559,9.999999747378752e-05,1.4857937097549438,0.6409061551094055,0.7726542353630066,0.7430711388587952,0.7866693735122681,0.9191011190414429,0.9775280952453613
25,0.4296272397041321,4.999999873689376e-05,1.4694463014602661,0.634640097618103,0.7684768438339233,0.7700374722480774,0.7362020611763,0.9303370714187622,0.9782771468162537
26,0.43814268708229065,4.999999873689376e-05,1.4499629735946655,0.6534383296966553,0.7814909815788269,0.7737827897071838,0.7226374745368958,0.9295880198478699,0.9782771468162537
27,0.43685731291770935,4.999999873689376e-05,1.4646373987197876,0.6452442407608032,0.7779563069343567,0.7692883610725403,0.7345777153968811,0.9355805516242981,0.9812734127044678
28,0.42753857374191284,4.999999873689376e-05,1.4783613681793213,0.6402634978294373,0.7766709327697754,0.779026210308075,0.7374472618103027,0.9250936508178711,0.9745318293571472
29,0.4445694088935852,4.999999873689376e-05,1.4600954055786133,0.6463689208030701,0.7760282754898071,0.7797752618789673,0.7236263155937195,0.9318352341651917,0.9782771468162537
30,0.44489073753356934,4.999999873689376e-05,1.4462701082229614,0.6434768438339233,0.780687689781189,0.7752808928489685,0.7295234799385071,0.9258427023887634,0.9782771468162537
31,0.4574228823184967,4.999999873689376e-05,1.4151314496994019,0.6532776355743408,0.7855077385902405,0.7850187420845032,0.7054430246353149,0.9288389682769775,0.9775280952453613
32,0.45581620931625366,4.999999873689376e-05,1.4085150957107544,0.6614717245101929,0.7945051193237305,0.7730336785316467,0.7171903252601624,0.9205992221832275,0.9752808809280396
33,0.4453727602958679,4.999999873689376e-05,1.4491757154464722,0.6540809869766235,0.7851863503456116,0.7745318412780762,0.7022586464881897,0.9363296031951904,0.9805243611335754
34,0.44794344902038574,4.999999873689376e-05,1.4495049715042114,0.6526349782943726,0.7874357104301453,0.7677902579307556,0.7208721041679382,0.9228464365005493,0.9737827777862549
35,0.4553341865539551,4.999999873689376e-05,1.414552927017212,0.6666131019592285,0.7946658134460449,0.7797752618789673,0.7031264305114746,0.924344539642334,0.9760299921035767
36,0.45453083515167236,4.999999873689376e-05,1.4084001779556274,0.6627570986747742,0.7930591106414795,0.7752808928489685,0.7055590748786926,0.9370786547660828,0.9775280952453613
37,0.4436053931713104,4.999999873689376e-05,1.4272669553756714,0.6574550271034241,0.7885603904724121,0.7827715277671814,0.6992314457893372,0.9340823888778687,0.9760299921035767
38,0.4517994821071625,4.999999873689376e-05,1.4258190393447876,0.6595436930656433,0.7840616703033447,0.7925093770027161,0.6999191045761108,0.9288389682769775,0.9745318293571472
39,0.45276349782943726,4.999999873689376e-05,1.4043759107589722,0.6572943329811096,0.7863110303878784,0.7880150079727173,0.6801532506942749,0.9288389682769775,0.9805243611335754
40,0.4614395797252655,4.999999873689376e-05,1.3834275007247925,0.6579369902610779,0.7969151735305786,0.7827715277671814,0.6822826266288757,0.9408239722251892,0.9797753095626831
41,0.4490681290626526,4.999999873689376e-05,1.4353474378585815,0.6560090184211731,0.7781169414520264,0.789513111114502,0.6822913289070129,0.934831440448761,0.979026198387146
42,0.45372751355171204,4.999999873689376e-05,1.3966456651687622,0.663239061832428,0.7893637418746948,0.7887640595436096,0.6862071752548218,0.9333333373069763,0.9775280952453613
43,0.4511568248271942,4.999999873689376e-05,1.4123095273971558,0.6574550271034241,0.780687689781189,0.779026210308075,0.6879335045814514,0.9385767579078674,0.9820224642753601
44,0.4516388177871704,4.999999873689376e-05,1.4064158201217651,0.6597043871879578,0.7877570986747742,0.7917603254318237,0.689419686794281,0.9355805516242981,0.9775280952453613
45,0.45067480206489563,4.999999873689376e-05,1.4139246940612793,0.6669344305992126,0.7893637418746948,0.7857677936553955,0.6723933815956116,0.9385767579078674,0.9835206270217896
46,0.4534061551094055,2.499999936844688e-05,1.3958115577697754,0.6698265075683594,0.7948265075683594,0.7985018491744995,0.6694191098213196,0.9423220753669739,0.9835206270217896
47,0.4688303470611572,2.499999936844688e-05,1.3766062259674072,0.6789845824241638,0.8030205368995667,0.8014981150627136,0.6724399328231812,0.9363296031951904,0.979026198387146
48,0.4791131019592285,2.499999936844688e-05,1.3721654415130615,0.674325168132782,0.7996465563774109,0.7977527976036072,0.660140872001648,0.9445692896842957,0.9820224642753601
49,0.46561697125434875,2.499999936844688e-05,1.3907380104064941,0.6680591106414795,0.8007712364196777,0.7977527976036072,0.650749146938324,0.9460673928260803,0.9827715158462524
50,0.47011569142341614,2.499999936844688e-05,1.390336513519287,0.6685411334037781,0.7908097505569458,0.8044943809509277,0.6522017121315002,0.9475655555725098,0.9805243611335754
51,0.4517994821071625,2.499999936844688e-05,1.3868680000305176,0.6624357104301453,0.7953084707260132,0.8052434325218201,0.6511807441711426,0.9468165040016174,0.9805243611335754
52,0.4644922912120819,2.499999936844688e-05,1.356787085533142,0.6719151735305786,0.8051092624664307,0.7857677936553955,0.6752381324768066,0.9408239722251892,0.9775280952453613
53,0.45758354663848877,2.499999936844688e-05,1.3927350044250488,0.665327787399292,0.7851863503456116,0.7947565317153931,0.6573308110237122,0.9408239722251892,0.9805243611335754
54,0.466259628534317,2.499999936844688e-05,1.37838876247406,0.6727185249328613,0.7990038394927979,0.7910112142562866,0.6542699337005615,0.943071186542511,0.9820224642753601
55,0.4685089886188507,2.499999936844688e-05,1.3514795303344727,0.6719151735305786,0.7983611822128296,0.7992509603500366,0.649526834487915,0.9415730237960815,0.9812734127044678
56,0.4636889398097992,2.499999936844688e-05,1.368483066558838,0.6768959164619446,0.8054305911064148,0.7992509603500366,0.6537221670150757,0.9393258690834045,0.979026198387146
57,0.4582262337207794,2.499999936844688e-05,1.3852438926696777,0.6651670932769775,0.799967885017395,0.8067415952682495,0.6463636159896851,0.9438202381134033,0.9797753095626831
58,0.4765424132347107,2.499999936844688e-05,1.3759104013442993,0.6707904934883118,0.7967544794082642,0.8052434325218201,0.6474094390869141,0.9445692896842957,0.9797753095626831
59,0.46915167570114136,2.499999936844688e-05,1.371985912322998,0.6685411334037781,0.7938624620437622,0.802247166633606,0.6500457525253296,0.9400749206542969,0.9820224642753601
60,0.4564588665962219,2.499999936844688e-05,1.356245756149292,0.6727185249328613,0.7998071908950806,0.8112359642982483,0.6370773315429688,0.9490636587142944,0.9797753095626831
61,0.47718510031700134,2.499999936844688e-05,1.3470638990402222,0.6844472885131836,0.8018959164619446,0.8082396984100342,0.6232125163078308,0.945318341255188,0.9835206270217896
62,0.4707583487033844,2.499999936844688e-05,1.3523451089859009,0.6727185249328613,0.7972365021705627,0.8089887499809265,0.6325411200523376,0.9475655555725098,0.9827715158462524
63,0.4752570688724518,2.499999936844688e-05,1.3569568395614624,0.6725578308105469,0.8022172451019287,0.8037453293800354,0.643911600112915,0.9445692896842957,0.9835206270217896
64,0.46481361985206604,2.499999936844688e-05,1.360276222229004,0.6730398535728455,0.8018959164619446,0.8007490634918213,0.6389859914779663,0.9460673928260803,0.9827715158462524
65,0.4675449728965759,2.499999936844688e-05,1.3523943424224854,0.6759318709373474,0.7994858622550964,0.800000011920929,0.6301863193511963,0.943071186542511,0.9842696785926819
66,0.4685089886188507,2.499999936844688e-05,1.3480783700942993,0.674325168132782,0.7970758080482483,0.8119850158691406,0.6282915472984314,0.9468165040016174,0.9812734127044678
67,0.4702763557434082,2.499999936844688e-05,1.3461520671844482,0.6760925650596619,0.8054305911064148,0.8067415952682495,0.62458735704422,0.9513108730316162,0.9827715158462524
68,0.4768637418746948,1.249999968422344e-05,1.334215760231018,0.676413893699646,0.8115360140800476,0.8082396984100342,0.6224620938301086,0.9490636587142944,0.9827715158462524
69,0.48473650217056274,1.249999968422344e-05,1.327393889427185,0.6863753199577332,0.8089653253555298,0.8074906468391418,0.6273015141487122,0.9505618214607239,0.9820224642753601
70,0.47397172451019287,1.249999968422344e-05,1.3485232591629028,0.6876606941223145,0.8113753199577332,0.8014981150627136,0.6233373284339905,0.9475655555725098,0.9842696785926819
71,0.47847044467926025,1.249999968422344e-05,1.348550796508789,0.6802698969841003,0.798521876335144,0.8029962778091431,0.6242334842681885,0.9513108730316162,0.9835206270217896
72,0.47091901302337646,1.249999968422344e-05,1.3404895067214966,0.6807519197463989,0.8097686171531677,0.802247166633606,0.6249637007713318,0.9468165040016174,0.9850187301635742
73,0.4805591404438019,1.249999968422344e-05,1.3469560146331787,0.6772172451019287,0.8052698969841003,0.8082396984100342,0.6201406717300415,0.9505618214607239,0.9827715158462524
74,0.4760604202747345,1.249999968422344e-05,1.3427387475967407,0.6760925650596619,0.8046272397041321,0.8082396984100342,0.6199724674224854,0.9460673928260803,0.9835206270217896
75,0.47670307755470276,9.999999747378752e-06,1.3366361856460571,0.6876606941223145,0.8105719685554504,0.8089887499809265,0.6198632121086121,0.9460673928260803,0.9827715158462524
